,Times,User,Tweet
886,2022-06-28 09:46:56,Suliman1984ss,"RT @TeamCRonaldo: Edu Aguirre:

""I don't know what will happen in the future but Cristiano Ronaldo has offers to leave Manchester United.""…"
887,2022-06-28 09:46:55,datgreatnigga,"RT @Sandyprettyy: Who wants a wife 🍑😋 and I love Wizkid, Davido, Ronaldo and Rihanna too. https://t.co/l8fkDpz8Kj"
888,2022-06-28 09:46:55,Vautrin33,"@Smereczanski @fplpoland Spodziewasz się przejścia na inna formacje w nowej kampanii i czy przód United (czy Ronaldo i Sancho) pod nowym trenerem zmienia swoje nastawienie do wysokiego presingu.
Jeśli Pope i Sa dostaną cenę 5.0 będą jak dla mnie faworytami na slot bramkarza. Z opcji 4.5 wyróżnia się Raya"
889,2022-06-28 09:46:54,__TIm______,RT @centredevils: [🌖] #mufc sources believe there are innumerable Mendes clients likelier to join Chelsea than Ronaldo. Ronaldo is indispen…
890,2022-06-28 09:46:53,DefinedBT,"RT @Sandyprettyy: Who wants a wife 🍑😋 and I love Wizkid, Davido, Ronaldo and Rihanna too. https://t.co/l8fkDpz8Kj"
891,2022-06-28 09:46:52,Pasky_wan,RT @WhoScored: 👀 Cristiano Ronaldo has never scored at Stamford Bridge in his career https://t.co/gEXhD99JQd
892,2022-06-28 09:46:52,Suliman1984ss,"RT @rom_madridista: Enzo el hijo de Marcelo haciendo un gol y celebrandolo nuevamente como Cristiano Ronaldo. 🤩

La influencia del Comandan…"
893,2022-06-28 09:46:51,jammyyhungola,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
894,2022-06-28 09:46:50,willwonkoo,"RT @Honest_ManUtd: @FabrizioRomano Just a reminder that Ronaldo promised United to take them to 4th place but ended with :

- smashing chil…"
895,2022-06-28 09:46:49,antibdh97,RT @_BeFoot: Les stats de Ronaldo 🇧🇷 avec la Seleção en Coupe du Monde 🥵 https://t.co/JeaWJ7R8fz
896,2022-06-28 09:46:49,Alhassan_xo,"RT @EverythingCR7_: 🗣 Iker Casillas :

One day i will tell a story to my children and start with, ""Once upon a time there was Cristiano Ron…"
897,2022-06-28 09:46:48,tebisosthene84,"RT @LMDFoot_: Omar Da Fonseca : ""Benzema joue le meilleur football de sa carrière. Avec Cristiano Ronaldo, c'était un accompagnateur et le…"
898,2022-06-28 09:46:47,SpringchatApp,"The world needs this 🤩

#Ronaldo #CR7𓃵 https://t.co/hofHP28Vmf"
899,2022-06-28 09:46:47,nurulzulam729,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
900,2022-06-28 09:46:46,Suliman1984ss,"RT @CristianoXtra_: ❗️

Cristiano Ronaldo's very close friend and @elchiriguitotv journalist Edu Aguirre:

""I don't know what will happen i…"
901,2022-06-28 09:46:44,KENNN2KK,"RT @RoySubhajit1996: One picture, Two Ronaldo. Incredible world https://t.co/bjctIN4ure"
902,2022-06-28 09:46:44,Boj_papito,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
903,2022-06-28 09:46:43,M00100Y,RT @CristianoXtra_: Cristiano Ronaldo and Cristiano Jr ❤️😍 https://t.co/Qb6VMSqHir
904,2022-06-28 09:46:39,pehehedro,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
905,2022-06-28 09:46:39,gBK__,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
906,2022-06-28 09:46:38,ronniecris7,RT @ManUtdMEN: Cristiano Ronaldo 'has offers' to leave United #mufc https://t.co/wsCqA3GQet https://t.co/5WvPQ40FCL
907,2022-06-28 09:46:38,majalabs_xyz,"Kehadiran NFT makin melejit seiring berjalannya waktu. Banyak tokoh dunia  berbondong-bondong meluncurkan dan menjual NFT, salah satunya adalah pesepakbola Christiano Ronaldo. Kira-kira kapan ya NFT CR7 ini rilis? 
#NFT #NFTCollectibles #NFTCollection #NFTArtists #MajaLabs #CR7 https://t.co/I1Swjdk8T5"
908,2022-06-28 09:46:36,jeffpenberton__,"If West Ham want to buy Broja, the transfer fee is £50M/€70M. They must understand that the player is the next Ronaldo. He has pace, can use both legs, can score goals and has EPL experience. You get me ?"
909,2022-06-28 09:46:36,RyouAFC,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
910,2022-06-28 09:46:36,uchiwolf,"RT @ActuFoot_: Cristiano Ronaldo, alias CR9, a marqué 33 buts en 35 matches lors de sa première saison avec le Real Madrid. 🤍9️⃣ https://t.…"
911,2022-06-28 09:46:35,nhlanhladube2,@zviyo02 He's like JJ Okocha and Ronaldo step overs all combined.
912,2022-06-28 09:46:35,Dembe22,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
913,2022-06-28 09:46:34,alison_ram7,"RT @BreezeKinyanjui: Imagine the combinations between the lines for United next season in ten Hag's 4-2-3-1, especially if Ronaldo is consi…"
914,2022-06-28 09:46:32,Ricky00199,RT @CristianoXtra_: Cristiano Ronaldo and Family ❤️😍 https://t.co/HwbvF17dym
915,2022-06-28 09:46:31,STEVEHAAGSPORT,"Cristiano Ronaldo has never scored at Stamford Bridge in his career

If you can't beat them, join them"
916,2022-06-28 09:46:30,Goams6,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
917,2022-06-28 09:46:30,Young1pact09,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
918,2022-06-28 09:46:28,ChipoLatas,RT @_Nassimhmd: « Cristiano Ronaldo n’a rien fais pendant les classico » https://t.co/G4bLnDlFwK
919,2022-06-28 09:46:28,Alhassan_xo,RT @WhoScored: 👀 Cristiano Ronaldo has never scored at Stamford Bridge in his career https://t.co/gEXhD99JQd
920,2022-06-28 09:46:27,GuiteauT,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
921,2022-06-28 09:46:27,agujones2,RT @prfootbalI: Cristiano Ronaldo is the only player to win 4 Ballon D ors and 4 UCL's in a period of 5 years.🇵🇹🐐 https://t.co/y4Shw5nTqk
922,2022-06-28 09:46:26,FDJUTD_,@JeiiTuhh @Guyeg_utd @UtdPlug @samuelluckhurst especially when we signed Ronaldo 😭😭 https://t.co/6Lq7GWU94V
923,2022-06-28 09:46:25,Rotim13,"RT @FootyHumour: Throwback to one of the greatest interviews ever...

Reporter: “Who is the best player in the world ever?”

Rio Ferdinand:…"
924,2022-06-28 09:46:22,_Curry1,"RT @Founda__: Ronaldo has handed in a transfer request, Manchester United board say for hereeeeeee??😭😂"
925,2022-06-28 09:46:21,Iam___Greg,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
926,2022-06-28 09:46:21,authorjamiller,"RT @flyingronaldo: Children's book review. 
""Ronaldo: Scandal at the Reindeer Flying Academy is the 5th book in this children's adventure s…"
927,2022-06-28 09:46:20,TheoBail2,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
928,2022-06-28 09:46:19,agoranaclubefm,Agora na Clube 100.5: HUMBERTO E RONALDO - SAUDADE VÉIA
929,2022-06-28 09:46:19,derdozorda,"RT @buzzspor: 'Seni en çok etkileyen taraftarlar?'

Rodrygo Goes: ""Galatasaray.""

'İdolün?'

Rodrygo Goes: ""Cristiano Ronaldo.""

'Birlikte…"
930,2022-06-28 09:46:14,LucasXa02802717,RT @_Nassimhmd: « Cristiano Ronaldo n’a rien fais pendant les classico » https://t.co/G4bLnDlFwK
931,2022-06-28 09:46:14,AblayeDiopInfo,@FrankKhalidUK The only thing messi is ahead ronaldo is playing with ME !
932,2022-06-28 09:46:13,y_iskilu,"@abiramkhan @OfficialFPL Swears anything more than that is bullshit considering the likes of Ronaldo,sim,Kane,salah,de bruyne,Bruno and some other assets will cost lot of money they shouldn not give these guys big price tag please haaland at least 10-11 is okay nunez should not be over 8"
933,2022-06-28 09:46:13,julius_lite,@UtdDistrict Enjoy while you can. Ronaldo will be there from 5am
934,2022-06-28 09:46:08,TeamKenyaKE,"Cristiano Ronaldo during a training session with his son, Cristiano Jnr. #TeamKE https://t.co/gOfZzx68vg"
935,2022-06-28 09:46:07,DaavidLujan,"RT @Lavozgalactica: ""Pido disculpas a la afición por desperdiciar este penalti contra el Bayern. Les debo una Champions y haré todo lo posi…"
936,2022-06-28 09:46:04,ea_kesse,"According to Ronaldo fans what Di Maria did was useless, and the most important thing is the goal. https://t.co/401DGk5IU8"
937,2022-06-28 09:46:02,maximevauchel_7,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
938,2022-06-28 09:46:02,BOUJYYY,"RT @zeeshanxz: Aaron Wan-Bissaka, Luke Shaw and Harry Maguire are the members within the #MUFC squad who are not happy with the treatment f…"
939,2022-06-28 09:46:01,Ouka_Grey,"RT @talkSPORT: ©️ “Of course Cristiano Ronaldo! I’ve always said it should be him or De Gea.”

🧤 “De Gea last season was incredible! He got…"
940,2022-06-28 09:46:01,ezxreal_,"RT @CristianoXtra_: Frenkie de Jong on Cristiano Ronaldo in 2019:

""He's a top player and although the chances of us winning are greater [i…"
941,2022-06-28 09:46:00,OthFCB,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
942,2022-06-28 09:45:59,David_Nelly777,RT @prfootbalI: No way Cristiano Ronaldo has more assists than Xavi and Iniesta combined.🐐 https://t.co/UHKXtIYygk
943,2022-06-28 09:45:58,admunozd,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
944,2022-06-28 09:45:57,LefortDamien,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
945,2022-06-28 09:45:56,sari_futbol,"❌ Jorge Mendes, Inter'e Cristiano Ronaldo'yu önerdi. Inter, Ronaldo transferini reddetti. #Ronaldo #IMInter 

(La Repubblica) https://t.co/Gvka5pvWSm"
946,2022-06-28 09:45:54,MiguelCuervoG,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
947,2022-06-28 09:45:53,msnixs_1899,RT @ChandlerBing433: @ronniegoat07 @breathMessi21 Maradona (on Ronaldo saying he’s the greatest ever): “Tell him to stop taking the Piss. G…
948,2022-06-28 09:45:53,Raphzzgem,RT @IconicCR7_: Cristiano Ronaldo's longetivity is insane 🇵🇹🐐 https://t.co/YlF0VEscfJ
949,2022-06-28 09:45:52,RedahMuhammad,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
950,2022-06-28 09:45:51,LeeMM254,"RT @LeeMM254: Did you notice @elonmusk has changed twitter like button from❤️to 💙 and  the retweet to 🚀 

Neymar to chelsea odoi WhatsApp C…"
951,2022-06-28 09:45:49,amadou_p,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
952,2022-06-28 09:45:49,DalianProTalent,Roban a Marco Verratti en la casa que tiene Ronaldo en Ibiza https://t.co/bS5dcxCnzp
953,2022-06-28 09:45:42,_Curry1,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
954,2022-06-28 09:45:42,modu_chanyu,@justveraa Adanalı Ronaldo demek gibi olmuş… Olmamış…
955,2022-06-28 09:45:40,alfon010,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
956,2022-06-28 09:45:40,dmanzano1971,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
957,2022-06-28 09:45:37,C0D3IN3CRAZY,"@aliopriv @joachim_ugwu @DahTofz @amdamsky @iamaladiin @KS10Football Santos makes up for like 1/3 of his stats, neymar wipes the floor with Ronaldo in basically every football attribute all these goal stats won't make him any better when neymar has a equally as good if not even better g/a ratio and has almost the same stats with much less games"
958,2022-06-28 09:45:36,Ricky00199,"RT @dwot2018: Since the history of FIFA awards , Cristiano Ronaldo is the only footballer to have voted for all his main rivals for the pod…"
959,2022-06-28 09:45:34,BOUJYYY,RT @zeeshanxz: 🚨Cristiano Ronaldo agent Jorge Mendes is putting immense pressure on #MUFC board as he wants to know what the plan of action…
960,2022-06-28 09:45:33,Junoca3,RT @EuroFute: Cristiano Ronaldo no perfil da Europa League. Quem iria imaginar que veríamos isso daqui um dia 😵‍💫 https://t.co/PaULQBDYO0
961,2022-06-28 09:45:30,Christykrus,"@Ghenedinho You work with the handle? Sha I've told you before, you're like a bulldog once you bite, you don't let go.
Besides, it's Ronaldo so you'd believe anything."
962,2022-06-28 09:45:26,AmpaduNeymar,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
963,2022-06-28 09:45:26,fcbackup_matt,"@johnathonpacino @AmeyaJirage You’re comparing Individual Brilliance as opposed to team performances as a whole. Identically like the Wc, the average gpg in La Liga during the 1960’s was over 3 gpg while in 2015, Messi and Ronaldo’s combined highest scoring season, it was 2.66. Again a difference in defense😳"
964,2022-06-28 09:45:23,cecilio_toninho,@RonaldoReis @Miltonneves @Ronaldo601 @plihalespn Muito obrigado Ronaldo.
965,2022-06-28 09:45:23,BOUJYYY,"RT @TimelineCR7: ❗

Jorge Mendes is dutybound to keep Ronaldo relevant - and coveted. #mufc players were still in the Vicarage Road dressin…"
966,2022-06-28 09:45:22,KevinWi66929908,"RT @bamalli_sadiya: Who wants a sugar Babe 🍑 😋 and I love Wizkid, Davido, Ronaldo and Rihanna Too. https://t.co/ZX7h7r6J5h"
967,2022-06-28 09:45:20,WokeizC,"RT @ActuFoot_: Cristiano Ronaldo, alias CR9, a marqué 33 buts en 35 matches lors de sa première saison avec le Real Madrid. 🤍9️⃣ https://t.…"
968,2022-06-28 09:45:20,danielcradi,"RT @breathMessi21: Man utd fans: 

If Ronaldo leaves: He deserves better. 

If he stays: He is loyal unlike Messi.

Elite fanbase😹😹"
969,2022-06-28 09:45:20,MarlonWadan,"RT @BethelMinister: what a terrible and painful experience,as helpless mother watch her son died in her presence.Uche-Ronaldo-Chalobah-Yemi…"
970,2022-06-28 09:45:19,NasRFB7,"RT @ballonrondfc: En 2008, lors de son premier passage à Manchester United, Cristiano Ronaldo inscrivait ce magnifique but contre Portsmout…"
971,2022-06-28 09:45:17,comfort64937723,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
972,2022-06-28 09:45:16,PINTOFILIPE72,@elchiringuitotv @EduAguirre7 Hagan confianza a @EduAguirre7...a estado comiendo con Cristiano Ronaldo hace unos dias...el sabe lo que esta diciendo😉😉
973,2022-06-28 09:45:15,Pasky_wan,"RT @talkSPORT: 👀 Cristiano Ronaldo has never scored at Stamford Bridge in his career

🤷 If you can't beat them, join them https://t.co/0tMZ…"
974,2022-06-28 09:45:15,fapdiop,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
975,2022-06-28 09:45:13,muhammednavasm,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
976,2022-06-28 09:45:12,da_henryjr,"RT @UtdPlug: 🇵🇹 Erik ten Hag sees Cristiano Ronaldo as a certain starter, flanked by creative wingers in a balanced front three. @samuelluc…"
977,2022-06-28 09:45:10,ElwynMo07136464,"@wagmiarmynft @victorudoka_
 
@Sodiq_Ronaldo
 
@vickthedon"
978,2022-06-28 09:45:09,BelibiEdward,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
979,2022-06-28 09:45:03,abujastreets,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
980,2022-06-28 09:45:02,MartinOkoronkwo,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
981,2022-06-28 09:45:01,difassss,"RT @FootyPsychologi: @breathMessi21 Ronaldo without Scholes or Modric:
Golden Boots = 0
Ballon d'Ors = 0
UCL Top Scorer = 0
League Top Scor…"
982,2022-06-28 09:45:00,oridamike,RT @prfootbalI: Cristiano Ronaldo is the only player to win 4 Ballon D ors and 4 UCL's in a period of 5 years.🇵🇹🐐 https://t.co/y4Shw5nTqk
983,2022-06-28 09:45:00,Popelas_boy10,"RT @TeamCRonaldo: If Cristiano Ronaldo plays 5 more season, we might witness him and Cristianinho (Jr.) sharing a football pitch together 🥶…"
984,2022-06-28 09:44:59,Posada7L,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
985,2022-06-28 09:44:57,abelwest_,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
986,2022-06-28 09:44:56,PessiAdemoTrois,"RT @PessiAdemoDeux: Selon vous qui est le meilleur ?

Messi 🔃                      ronaldo ❤ https://t.co/fZlUEd7VgP"
987,2022-06-28 09:44:53,hotsportsrb,"AGENT NAJBOLJEG IGRAČA NA SVETU GA PONUDIO JEDNIM OD NAJVEĆIH ITALIJANSKIH KLUBOVA: Rekli su ne!
#Ronaldo 

https://t.co/W4nU4fQlZB"
988,2022-06-28 09:44:51,M00100Y,"RT @EverythingCR7_: 🎙️ Pele: 

""If I had to set up a National Team, Cristiano Ronaldo would be my first pick."" https://t.co/7KCeWDIQEd"
989,2022-06-28 09:44:48,aliopriv,@C0D3IN3CRAZY @joachim_ugwu @DahTofz @amdamsky @iamaladiin @KS10Football Neymar didn’t do anything in the final while Ronaldo’s game vs Chelsea is one of the best individual cl performances of all time.
990,2022-06-28 09:44:48,JACOBMUSYOKI19,"@UtdDistrict Sancho, Ronaldo, Ajax Antony"
991,2022-06-28 09:44:47,KevinCortezS,RT @_Nassimhmd: « Cristiano Ronaldo n’a rien fais pendant les classico » https://t.co/G4bLnDlFwK
992,2022-06-28 09:44:46,idowumj2000,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
993,2022-06-28 09:44:46,21ulrik,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
994,2022-06-28 09:44:46,Mugijito,"RT @LMDFoot_: Omar Da Fonseca : ""Benzema joue le meilleur football de sa carrière. Avec Cristiano Ronaldo, c'était un accompagnateur et le…"
995,2022-06-28 09:44:45,nihalkiran007,"RT @TeamCRonaldo: Cristiano Ronaldo is the only player in history to win 5 Champions League titles as the top-scorer. 

🐐 https://t.co/rPjY…"
996,2022-06-28 09:44:44,Outside99201018,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
997,2022-06-28 09:44:44,harjarneeyy4PF,"RT @ShanviMessi: ""Ronaldo proved himself in the Europa league Messi could never do it outside his UCL comfort zone 💀"" https://t.co/LogHvTwA…"
998,2022-06-28 09:44:43,teroti_26,"@1907fbhaberler @bbosports Ronaldo'nun alt yapıdan Sporting Lizbon A takımına yükselme hikayesini google yaz oku. Ve arkadaşına ömür boyu nasıl destek verdigini,neden sürekli ona destek olduğunu gozlerin yasararak okursun.Messi yi silersin artik."
999,2022-06-28 09:44:43,cobbie_iceglitz,"RT @Founda__: Ronaldo has handed in a transfer request, Manchester United board say for hereeeeeee??😭😂"
1000,2022-06-28 09:44:42,Avnueve,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1001,2022-06-28 09:44:40,hillaryagasaug,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
1002,2022-06-28 09:44:38,sleepinthewave2,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
1003,2022-06-28 09:44:37,varuhait,@ronaldo_majdi @karton_eve 基本的には初めからやり直すたび楽になっていくので、もうダメだ～～と思ったらやり直すとよいです
1004,2022-06-28 09:44:36,OMLeLeSW,Marco otero avec les agents de Ronaldo 💙🤍 https://t.co/Ap9wad9HGH
1005,2022-06-28 09:44:36,AkanimohC,"RT @NairaBET: Cristiano Ronaldo has not played in the Europa League  ever before.
The 2022-23 season for Manchester United will be the firs…"
1006,2022-06-28 09:44:35,Godwin_nexsus,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1007,2022-06-28 09:44:35,PappyJay234,"@mrmacaronii Ur ronaldo na ashawo, he no dey shame? 🙄🙄"
1008,2022-06-28 09:44:33,ruimoreira270,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1009,2022-06-28 09:44:33,Kennykhal,"RT @BethelMinister: what a terrible and painful experience,as helpless mother watch her son died in her presence.Uche-Ronaldo-Chalobah-Yemi…"
1010,2022-06-28 09:44:32,MALWILSHERE,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1011,2022-06-28 09:44:32,CTrevortm,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1012,2022-06-28 09:44:31,GoalMachine007,"RT @MadeiraCakes: If you don’t like Cristiano Ronaldo as a Real Madrid fan, you are more of a Cule than a Top White."
1013,2022-06-28 09:44:31,sepmanorafa,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1014,2022-06-28 09:44:28,DharmyJr,"RT @TeamCRonaldo: If Cristiano Ronaldo plays 5 more season, we might witness him and Cristianinho (Jr.) sharing a football pitch together 🥶…"
1015,2022-06-28 09:44:26,khatib_my,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1016,2022-06-28 09:44:25,GoalMachine007,RT @sahini_bose: Cristiano Ronaldo at Juventus was mad underrated!
1017,2022-06-28 09:44:25,JFreez007,"RT @TimelineCR7: ❗

Jorge Mendes is dutybound to keep Ronaldo relevant - and coveted. #mufc players were still in the Vicarage Road dressin…"
1018,2022-06-28 09:44:23,AbiolaAyobayo,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1019,2022-06-28 09:44:22,Dzinoz,@ManUtdMEN We need strikers and united know that but are happy to do nothing about it. A big team like united are supposed to go for big name players. Someone ought to stand in whenever Ronaldo isn't around but united aren't doing any action at all Disappointing !!
1020,2022-06-28 09:44:22,FelipeNerlande,"RT @cabogilberto: Urgente!
Governador do Estado de Goiás Ronaldo Caiado reduz ICMS da gasolina de 30% para 17% e diminui também diesel e en…"
1021,2022-06-28 09:44:21,R99Rejjex,@GauravS35922742 @divyans_goat @SK10Football I simply say it's the states and those people who live their because of those people the these states are in these conditions either Messi fans or Ronaldo fans I will show same anger to them.... it's against my Nation
1022,2022-06-28 09:44:18,EddieChembok,"RT @ShanviMessi: ""Ronaldo proved himself in the Europa league Messi could never do it outside his UCL comfort zone 💀"" https://t.co/LogHvTwA…"
1023,2022-06-28 09:44:17,KyobuDrvms,"RT @Amaurinho7ii: Cristiano Ronaldo, le maestro du milieu de terrain, est devenu le meilleur buteur de tous les temps. https://t.co/5VO5P5w…"
1024,2022-06-28 09:44:17,Kaanapeche,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1025,2022-06-28 09:44:16,oladapo_hussein,@mrmacaronii Ronaldo or nobody else
1026,2022-06-28 09:44:16,Edward_show1,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1027,2022-06-28 09:44:14,Hahriyikeh,RT @skinyfisherman: I’d rather book my shoe than to book a ride in Lagos 😩😂😂😂 @PulseNigeria247 @instablog9ja #bigwiz #technocamon19launch #…
1028,2022-06-28 09:44:14,real_Ahnasir,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1029,2022-06-28 09:44:13,SirPuzo,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1030,2022-06-28 09:44:12,_Curry1,"RT @UtdDistrict: 🗞 Erik ten Hag sees Cristiano Ronaldo as a certain starter, flanked by creative wingers in a balanced front three. [Samuel…"
1031,2022-06-28 09:44:12,difassss,"RT @breathMessi21: Man utd fans: 

If Ronaldo leaves: He deserves better. 

If he stays: He is loyal unlike Messi.

Elite fanbase😹😹"
1032,2022-06-28 09:44:11,LeVoleurDePotes,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1033,2022-06-28 09:44:10,baransel_durak,"Herkes Ronaldo, Haaland, Mbappe, Suarez sayarken benim gece rüyalarıma giren forvet https://t.co/BmQAkjAPjs"
1034,2022-06-28 09:44:08,JuanBriz_97,"Vinicius por tonto, niñato y chulo. Ronaldo por prepotente.
Courtois por desagradecido.
Y otros tantos https://t.co/LTtlVLlW6l"
1035,2022-06-28 09:44:08,fpl_haaland,"@FPLCalifornia I really don’t rate there defence, and unless Ronaldo is on form they struggle to score goals. Will be interesting to see what Ten hag can do."
1036,2022-06-28 09:44:07,gAnKh1312,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1037,2022-06-28 09:44:07,LofClau,"RT @IB3noticies: Robatori milionari a la casa d'Eivissa de Ronaldo. Les pertinences, doblers i joies valorades en uns 3 milions d'euros, se…"
1038,2022-06-28 09:44:06,VishwajeetWagh6,"RT @sahini_bose: For all those saying that Ronaldo was never a midfielder, just listen to the commentator! https://t.co/hXYNEnnesp"
1039,2022-06-28 09:44:06,mhmdsyukri__,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1040,2022-06-28 09:44:03,ok_mokgothu,RT @Founda__: Here to remind you Ronaldo will be playing Europa league next season 👍
1041,2022-06-28 09:44:01,mayndyabizness,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1042,2022-06-28 09:43:59,DerekAduGyamfi,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1043,2022-06-28 09:43:59,David_Nelly777,"RT @TeamCRonaldo: If Cristiano Ronaldo plays 5 more season, we might witness him and Cristianinho (Jr.) sharing a football pitch together 🥶…"
